example_id,source,text,reference,prediction,raw_output,input_tokens,output_tokens,latency_seconds,tokens_per_second
68,xsum,"Protests erupted on Saturday after Sylville Smith, 23, was shot dead in a police chase.
Mayor Tom Barrett said Smith, an African-American, did not drop a gun he was holding when told to do so.
Police violence against the black community in US cities in the past two years has prompted huge protests.
The Milwaukee Police Department tweeted that shots had been fired at several locations before and after midnight on Sunday local time.
Rocks were also thrown at police as they attempted to disperse crowds in the Burleigh area. Officers were making ""multiple arrests"" in the Sherman and Burleigh districts, police said.
One civilian had earlier been taken to hospital after he suffered a gunshot wound.
Local news footage also showed a car on fire.
On Saturday night, cars and buildings, including a petrol station, had been set ablaze.
White and black Americans split on race
Race relations: Six surprising statistics
Police in Milwaukee, in the state of Wisconsin, said Smith had fled from a car after being stopped by officers in traffic on Saturday afternoon; he died from his injuries at the scene.
Smith had a ""lengthy arrest record"", police said on Sunday. The Milwaukee Journal-Sentinel newspaper reported he had been charged over a shooting and witness intimidation, charges that were eventually dropped.
Milwaukee police chief Edward Flynn did not say what prompted officers to stop Smith's car, saying only that he was ""behaving suspiciously"".
Footage of the shooting was captured by a body camera worn by the officer who fired the shots, who was African-American.
On Sunday, Wisconsin Governor Scott Walker made the National Guard available to Milwaukee police should more violence occur later in the day.
Khalif Rainey, who represents the area where the violence hit on Milwaukee's city council, said people were ""tired of living under this oppression"" in a city that is 40% black.
""Now this is a warning cry,"" he added. ""Where do we go from here? Where do we go as a community from here?""
In 2014, police shot dead an unarmed black man, Dontre Hamilton, in Milwaukee, leading to protests in the city. Prosecutors chose not to charge the officer responsible.
In December, the US Justice Department said it would carry a full review of Milwaukee's police department, at its request, to look into areas for improvement.
Mayor Barrett called for restraint, and understanding towards Smith's family. ""A young man lost his life yesterday afternoon,"" he said. ""And no matter what the circumstances are, his family has to be hurting.""","- Protests erupted on Saturday after Sylville Smith, 23, was shot dead in a police chase.
- Mayor Tom Barrett said Smith, an African-American, did not drop a gun he was holding when told to do so.
- Police violence against the black community in US cities in the past two years has prompted huge protests.
- The Milwaukee Police Department tweeted that shots had been fired at several locations before and after midnight on Sunday local time.
- Rocks were also thrown at police as they attempted to disperse crowds in the Burleigh area.
- Officers were making ""multiple arrests"" in the Sherman and Burleigh districts, police said.
- One civilian had earlier been taken to hospital after he suffered a gunshot wound.
- White and black Americans split on race Race relations: Six surprising statistics Police in Milwaukee, in the state of Wisconsin, said Smith had fled from a car after being stopped by officers in traffic on Saturday afternoon; he died from his injuries at...","- Protests erupted on Saturday after Sylville Smith, 23, was shot dead in a police chase.
- Mayor Tom Barrett said Smith, an African-American, did not drop a gun he was holding when told to do so.
- Police violence against the black community in US cities in the past two years has prompted huge protests.
- The Milwaukee Police Department tweeted that shots had been fired at several locations before and after midnight on Sunday local time.
- Rocks were also thrown at police as they attempted to disperse crowds in the Burleigh area.
- Prosecutors chose not to charge the officer responsible.
- ""Now this is a warning cry,"" mayor Tom Barrett says Smith, he died from his injuries at the scene.","<BULLET> Protests erupted on Saturday after Sylville Smith, 23, was shot dead in a police chase.<BULLET> Mayor Tom Barrett said Smith, an African-American, did not drop a gun he was holding when told to do so.<BULLET> Police violence against the black community in US cities in the past two years has prompted huge protests.<BULLET> The Milwaukee Police Department tweeted that shots had been fired at several locations before and after midnight on Sunday local time.<BULLET> Rocks were also thrown at police as they attempted to disperse crowds in the Burleigh area.<BULLET> Prosecutors chose not to charge the officer responsible.<BULLET> ""Now this is a warning cry,"" mayor Tom Barrett says Smith, he died from his injuries at the scene.",772,164,5.692389333000051,28.810397603912193
171,xsum,"The Dutchman requires surgery, which is expected to keep him out for up to eight weeks.
The 32-year-old made 38 appearances for the Owls last season to help them reach the Championship play-off final, where they suffered a 1-0 defeat by Hull.
He has played a total of 93 games for the club since joining in December 2013 following his release by Real Zaragoza.","- The Dutchman requires surgery, which is expected to keep him out for up to eight weeks.
- The 32-year-old made 38 appearances for the Owls last season to help them reach the Championship play-off final, where they suffered a 1-0 defeat by Hull.
- He has played a total of 93 games for the club since joining in December 2013 following his release by Real Zaragoza.","- The Dutchman requires surgery, which is expected to keep him out for up to eight weeks.
- The 32-year-old made 38 appearances for the Owls last season to help them reach the Championship play-off final, where they suffered a 1-0 defeat by Hull.
- He has played a total of 93 games for the club since joining in December 2013 following his release by Real Zaragoza.","<BULLET> The Dutchman requires surgery, which is expected to keep him out for up to eight weeks.<BULLET> The 32-year-old made 38 appearances for the Owls last season to help them reach the Championship play-off final, where they suffered a 1-0 defeat by Hull.<BULLET> He has played a total of 93 games for the club since joining in December 2013 following his release by Real Zaragoza.",290,89,3.4364395650000006,25.898898646861547
493,xsum,"The 31-year-old pedestrian was knocked down by a blue car on Marfleet Lane, at about 16:45 BST on Wednesday.
She remains in a critical condition at Hull Royal Infirmary.
A 28-year-old man was arrested on Thursday and a second man, also 28, has now been arrested on suspicion of failing to stop.
The first man was arrested on suspicion of leaving the scene of an accident and other motoring offences. He has been released on police bail until October, while the second 28-year-old is being held in custody and is due to be interviewed.","- The 31-year-old pedestrian was knocked down by a blue car on Marfleet Lane, at about 16:45 BST on Wednesday.
- She remains in a critical condition at Hull Royal Infirmary.
- A 28-year-old man was arrested on Thursday and a second man, also 28, has now been arrested on suspicion of failing to stop.
- The first man was arrested on suspicion of leaving the scene of an accident and other motoring offences.
- He has been released on police bail until October, while the second 28-year-old is being held in custody and is due to be interviewed.","- The 31-year-old pedestrian was knocked down by a blue car on Marfleet Lane, at about 16:45 BST on Wednesday.
- She remains in a critical condition at Hull Royal Infirmary.
- A 28-year.
- and a second man, also 28, has now been arrested on suspicion of failing to stop.
- The first man was arrested on suspected of leaving the scene of an accident and other motoring offences.
- He has been released on police bail until October, while the second 28-","<BULLET> The 31-year-old pedestrian was knocked down by a blue car on Marfleet Lane, at about 16:45 BST on Wednesday.<BULLET> She remains in a critical condition at Hull Royal Infirmary.<BULLET> A 28-year.<BULLET> and a second man, also 28, has now been arrested on suspicion of failing to stop.<BULLET> The first man was arrested on suspected of leaving the scene of an accident and other motoring offences.<BULLET> He has been released on police bail until October, while the second 28-",336,118,3.4337668350000285,34.36459307523104
107,xsum,"Hamilton dropped to seventh on lap one following a slow start and a clash with Valtteri Bottas' Williams at Turn One.
His Mercedes bodywork damaged, Hamilton recovered well but was unable to catch Ferrari's Kimi Raikkonen in second.
Rosberg's fifth win in a row, going back to Mexico last year, gives him a 17-point title lead over Hamilton.
The world champion may be concerned about his second poor start in as many races this season and Raikkonen's pace was further evidence Ferrari are strong enough to at least put pressure on Mercedes this year.
But the race effectively fell into Rosberg's lap by the second corner as problems afflicted all three of his main rivals.
In addition to Hamilton's collision, the lead Ferrari of Sebastian Vettel did not even get that far.
Vettel's engine failed in spectacular fashion on the formation lap before the race had even started, so it will never be known how much of a stiffer challenge he might have mounted to the Mercedes.
That was one Ferrari out of the running and Raikkonen's chances took a major hit shortly afterwards as he dropped to fifth after a poor start of his own.
Raikkonen fought past Red Bull's Daniel Ricciardo and the two Williams cars of Felipe Massa and Bottas to be second by lap seven - but by that stage he was already 12 seconds adrift of Rosberg, a gap that proved too big to bridge.
By the time the leaders' three pit stops were finished, Raikkonen was only 4.6secs behind Rosberg but the Mercedes driver was comfortably able to hold him off and finished 10 seconds clear.
Hamilton drove impressively to move back through the field with bodywork damage that will have cost him aerodynamic downforce, but ended up 19 seconds adrift of Raikkonen.
The champion's two poor starts in the first two races have effectively handed title rival Rosberg two victories, but it's coming back from adversity where Hamilton excels, and how he won his second championship in 2014 so beguilingly.
""[The reason for the bad starts were] two separate incidents,"" said Hamilton. ""Both equally painful - perhaps this one more - but we managed to recover, again damage limitation.
""The team was hoping that potentially there would be a safety car. I had so much damage to the car, I couldn't fight with Kimi.""
Red Bull's Daniel Ricciardo took a solid fourth from fifth on the grid, and there was another impressive showing from the new US-based, Ferrari-affiliated Haas team - Romain Grosjean taking a fighting fifth after an aggressive strategy focused on running three sets of super-soft tyres and then a final set of softs.
Toro Rosso's Max Verstappen, last year's stellar rookie, was a strong sixth ahead of the second Red Bull of Daniil Kvyat, who recovered from a poor qualifying performance that left him 15th on the grid to pass Massa for seventh on the penultimate lap.
It was a disappointing end to a difficult race for Williams, with Bottas hit with a what some may consider a harsh drive-through penalty for the Hamilton collision, taking ninth.
Stoffel Vandoorne was a solid 10th on his grand prix debut for McLaren, substituting for Fernando Alonso who was ruled out of this race by official FIA doctors because of a cracked rib sustained in his huge accident at the Australian Grand Prix two weeks ago.
Vandoorne, who out-qualified team-mate Jenson Button, dropped behind the Englishman on the first lap but Button retired on the seventh lap, prompting a shake of the head in the pits at another reliability problem for the team from Alonso, who stayed on in Bahrain to help Vandoorne through the weekend.
Bahrain GP race results
Bahrain GP coverage details","- Hamilton dropped to seventh on lap one following a slow start and a clash with Valtteri Bottas' Williams at Turn One.
- His Mercedes bodywork damaged, Hamilton recovered well but was unable to catch Ferrari's Kimi Raikkonen in second.
- Rosberg's fifth win in a row, going back to Mexico last year, gives him a 17-point title lead over Hamilton.
- The world champion may be concerned about his second poor start in as many races this season and Raikkonen's pace was further evidence Ferrari are strong enough to at least put pressure on Mercedes this year.
- But the race effectively fell into Rosberg's lap by the second corner as problems afflicted all three of his main rivals.
- In addition to Hamilton's collision, the lead Ferrari of Sebastian Vettel did not even get that far.
- Vettel's engine failed in spectacular fashion on the formation lap before the race had even started, so it will never be known how much of a stiffer challenge he might have mounted to the Mercedes.
- Raikkonen fought past Red Bull's Daniel Ricciardo and the two Williams cars of Felipe Massa and Bottas to be second by lap seven - but by that stage he was already 12 seconds adrift of Rosberg, a gap that proved too big to bridge.","- Rosberg's fifth win in a row gives him a 17-point title lead over Hamilton.
- Rosburg's pace was further evidence Ferrari are strong enough to at least put pressure on Mercedes this year.
- But the race effectively fell into Rosberg’s lap by the second corner as problems afflicted all three of his main rivals.
- Vettel's engine failed in spectacular fashion on the formation lap before the race had even started.
- Raikkonen was only 4.6secs behind Rosberg but the second Red Bull's Max Verstappen was ruled out of this race by official FIA doctors because of a cracked rib sustained in his huge accident at the Australian Grand Prix two weeks ago.
- The team was hoping that potentially there would be a safety car.
- Hamilton drove impressively to move back through the field with bodywork damage that will have cost him aerodynamic downforce, but ended up 19 seconds adrift of Rosberg.
- Romain Grosjean was a solid sixth on his grand prix debut for McLaren, but was comfortably 4.6 seconds.","<BULLET> Rosberg's fifth win in a row gives him a 17-point title lead over Hamilton.<BULLET> Rosburg's pace was further evidence Ferrari are strong enough to at least put pressure on Mercedes this year.<BULLET> But the race effectively fell into Rosberg’s lap by the second corner as problems afflicted all three of his main rivals.<BULLET> Vettel's engine failed in spectacular fashion on the formation lap before the race had even started.<BULLET> Raikkonen was only 4.6secs behind Rosberg but the second Red Bull's Max Verstappen was ruled out of this race by official FIA doctors because of a cracked rib sustained in his huge accident at the Australian Grand Prix two weeks ago.<BULLET> The team was hoping that potentially there would be a safety car.<BULLET> Hamilton drove impressively to move back through the field with bodywork damage that will have cost him aerodynamic downforce, but ended up 19 seconds adrift of Rosberg.<BULLET> Romain Grosjean was a solid sixth on his grand prix debut for McLaren, but was comfortably 4.6 seconds.",1088,240,9.666218051999977,24.828738469265453
428,ag_news,Blair backs India's quest for permanent seat on UN Security Council (AFP) AFP - British Prime Minister Tony Blair has backed India's quest for a permanent seat on the UN Security Council as well as having it join talks with G-8 countries on climate change and African development.,"- Blair backs India's quest for permanent seat on UN Security Council (AFP) AFP.
- Blair backs India's quest for permanent seat on UN Security Council (AFP) AFP - British Prime Minister Tony Blair has backed India's quest for a permanent seat on the UN Security Council as well as having it join talks with G-8 countries on climate change...",- Blair backs India's quest for permanent seat on UN Security Council (AFP).,<BULLET> Blair backs India's quest for permanent seat on UN Security Council (AFP).,266,19,0.8237110529998972,23.066340958766244
212,ag_news,"Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantano and called in Timo Glock as a replacement. The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday #39;s inaugural Chinese Grand Prix.","- Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantano and called in Timo Glock as a replacement.
- The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday 's inaugural Chinese Grand Prix.","- Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantaniano and called in Timo Glock as a replacement.
- The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday #39;s inaugural Chinese Grand Prix.","<BULLET> Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantaniano and called in Timo Glock as a replacement.<BULLET> The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday #39;s inaugural Chinese Grand Prix.",267,65,1.8897888689999718,34.395376682685374
425,cnn_dailymail,"The Pittsburgh Penguins and Philadelphia Flyers paid tribute to Canada before their game last night as the entire arena stood to sing the country's national anthem, O Canada. The special performance of the Canadian national anthem was to show solidarity with the people of Ottawa following the tragic events that unfolded in Canada's capital city earlier in the day. Since the game in Pittsburgh did not involve a Canadian team, there was no requirement for the Penguins to do this, but it was still a touching and heartfelt gesture on their part. Scroll down for video... Showing support: The national anthem of Canada is sung before an NHL hockey game between the Pittsburgh Penguins and the Philadelphia Flyers in Pittsburgh . Penguins performer Jeff Jimerson sang the anthem while the lyrics were displayed to allow the crowd to sing along. 'Ladies and gentlemen, tonight our thoughts and prayers are with our friends in Ottawa and across Canada. Please join us in the singing of 'O Canada,' the announcement said. ‘O Canada’ is typically only sung if a Canadian team is playing, but fans inside the Consol Energy Center joined together as two maple leaves were projected onto the ice. Nathan Cirillo, while guarding Ottawa's War Memorial, was killed by a shooter who, along with at least one believed counterpart, went on to fire shots in the Canadian Parliamentary building. Canada's Maple leaves were projected onto the ice as the national anthem played and words were displayed on the screen for spectators to sing along . The incidents left the Canadian capital on lockdown, canceled a scheduled Sens-Leafs game and deeply affected the country overall. The Penguins and Flyers' rosters are filled with Canadians, including Pittsburgh captain Sidney Crosby and goalie Marc-Andre Fleury. During the game, the Penguins tweeted from their official Twitter account, saying, 'Some things are bigger than hockey. Tonight Pens fans sang along with with Canadian anthem.' Pittsburgh Penguins goalie Marc-Andre Fleury stands in front of his goal during the playing of the Canadian national anthem before the Penguins' NHL hockey game against the Philadelphia Flyers in Pittsburgh .","- The Pittsburgh Penguins and Philadelphia Flyers paid tribute to Canada before their game last night as the entire arena stood to sing the country's national anthem, O Canada.
- The special performance of the Canadian national anthem was to show solidarity with the people of Ottawa following the tragic events that unfolded in Canada's capital city earlier in the day.
- Since the game in Pittsburgh did not involve a Canadian team, there was no requirement for the Penguins to do this, but it was still a touching and heartfelt gesture on their part.
- Showing support: The national anthem of Canada is sung before an NHL hockey game between the Pittsburgh Penguins and the Philadelphia Flyers in Pittsburgh.
- Penguins performer Jeff Jimerson sang the anthem while the lyrics were displayed to allow the crowd to sing along.
- 'Ladies and gentlemen, tonight our thoughts and prayers are with our friends in Ottawa and across Canada.","- The incidents left the Canadian capital on lockdown, canceled a scheduled Sens-Leafs game and deeply affected the country overall.
- The Penguins and Flyers' rosters are filled with Canadians, including Pittsburgh captain Sidney Crosby and goalie Marc-Andre Fleury.","<BULLET> The incidents left the Canadian capital on lockdown, canceled a scheduled Sens-Leafs game and deeply affected the country overall.<BULLET> The Penguins and Flyers' rosters are filled with Canadians, including Pittsburgh captain Sidney Crosby and goalie Marc-Andre Fleury.",692,69,2.733120480000025,25.2458684148455
7,cnn_dailymail,"Most parents dream of their children growing up to become doctors, lawyers or astronauts. But when Richard and Sara from Newport think of their nine-year-old son Toby's future, they see prison. The schoolboy, who features in a new programme tonight on Channel 5 called My Violent Child, has suffered from bouts of extreme violence since he was very young - even at the age of four he threatened his older brother, then five, with a knife. Scroll down for video . Sara and Richard from Newport are struggling to control their nine year old son Toby, who suffers from violent outburtss . Despite still not reaching double figures, he has already been in trouble with the police for causing permanent damage to a fellow child's mouth after hitting them with a brick. His father Richard said: 'From a very young age he was very aggressive. When he was about four, he held a knife to Casey and threw bricks at Casey.' He continued: 'We've had police at the house where he's thrown brick - a child ended up injured and needing dental treatment. 'I expect for Toby in his teens to be locked up, we're expecting that. Because he doesn't care.' Sara comforts Toby after one of his outbursts . The couple, who have three other children; Casey, 10, Corey, seven, and Jacob, four, have been unable to control Toby's behaviour for years because they have no idea what the root of the problem is or what will start him off. Sara said: 'Absolutely anything sets Toby off, it can be anything as daft as two items of food touching on his plate, a noise, a smell or something he sees - it can be anything. 'He's physically abusive, he's mentally abusive, he really gets to you - to the point that he makes me want to cry sometimes. 'Sometimes I just let him pinch me and hit me and then he'll calm down and sometimes he does. 'I don't want to live on edge every day when he wakes up, I should be able to enjoy being his mum.' Toby attacks his mother during a tantrum . Sara and her son Casey try to get Toby off a bike during one of his outbursts . The brunt of Toby's behaviour is borne by his parents - Richard and Sara have both been strangled by their son and during the hour-long programme, he is regularly filmed punching, biting and kicking them both. But the violence also extends to his brothers, including four-year-old Jacob, who is filmed being kicked by Toby in the park. His nature has become so unpredictable that Sara reveals she is worried about leaving them alone in a room. Sara reveals that she often just allows Toby to kick and punch her to calm him down . Sara said: 'I can't leave him with his brothers because I know he'll hit them.' The strain has become so great on Sara and Richard that it has almost split them up several times. Richard said: 'It has driven us to the point where we could have parted ways many times. 'When there's no more you can do for each other and we're struggling, it gets to the point where it would be easier to turn and walk away.' In an effort to find out what is causing Toby's outbursts, the programme makers call in parenting expert Sarah Evans. Following a discussion with Sara, she discovers that the very early years of his life were fraught with stress from the family's living situation. From left: Father Richard, Casey, 10, Toby, nine, Corey, seven, Jacob, four, and Sara . Sara and Richard had their eldest child Casey when Sara was just 14 years old, then 10 months later she gave birth to her second son Toby. Because of the strain of having two children so close together, Sara reveals that she was very stressed and admits that she didn't bond with Toby as well as she would have hoped. Sarah Evans then talks the family through a series of tricks that she can use to enforce the bond between mother and son and explains that much of Toby's behaviour may be down to the lack of affection. Sara attempts a bonding exercise with Toby . As Sara starts to use tactile behaviour, including hugging Toby when he is having a tantrum or lightly touching his hand, she sees that her son starts to come out of his tantrums much quicker. Sarah also discusses the importance of Richard spending time with his family. Richard works long hours six days a week in a car business in order to provide for his family, but Jane emphasises that his children also need him to be around at home. The family then spend a day at the farm together and the couple admit that they are beginning to see big improvements in their son. Sara said: 'It is early days but I hope that if I persevere with it then we'll get results down the line and I think that day will come.' My Violent Child airs on Channel 5 this Wednesday at 9pm .","- Most parents dream of their children growing up to become doctors, lawyers or astronauts.
- But when Richard and Sara from Newport think of their nine-year-old son Toby's future, they see prison.
- The schoolboy, who features in a new programme tonight on Channel 5 called My Violent Child, has suffered from bouts of extreme violence since he was very young - even at the age of four he threatened his older brother, then five, with a knife.
- Sara and Richard from Newport are struggling to control their nine year old son Toby, who suffers from violent outburtss.
- Despite still not reaching double figures, he has already been in trouble with the police for causing permanent damage to a fellow child's mouth after hitting them with a brick.
- His father Richard said: 'From a very young age he was very aggressive.
- When he was about four, he held a knife to Casey and threw bricks at Casey.' He continued: 'We've had police at the house where he's thrown brick - a child ended up injured and needing dental treatment.
- The couple, who have three other children; Casey, 10, Corey, seven, and Jacob, four, have been unable to control Toby's behaviour for years because they have no idea what the root of the problem is or what will start him off.","- Most parents dream of their children growing up to become doctors, lawyers or astronauts.
- But when Richard and Sara think of their nine-year-old son Toby's future, they see prison.
- The schoolboy has suffered from bouts of extreme violence since he was very young - even at the age of four he threatened his older brother, then five, with a knife.
- Sara and Richard from Newport are struggling to control their nine year-old boy, who suffers from violent outburstss.<extra_id_38> The family then spend a day at the farm together and admit that they are beginning to see big improvements in their son, they are expecting that.","<BULLET> Most parents dream of their children growing up to become doctors, lawyers or astronauts.<BULLET> But when Richard and Sara think of their nine-year-old son Toby's future, they see prison.<BULLET> The schoolboy has suffered from bouts of extreme violence since he was very young - even at the age of four he threatened his older brother, then five, with a knife.<BULLET> Sara and Richard from Newport are struggling to control their nine year-old boy, who suffers from violent outburstss.<extra_id_38> The family then spend a day at the farm together and admit that they are beginning to see big improvements in their son, they are expecting that.",1384,145,7.475975203999951,19.395462938723913
347,email,"Just an update, to keep everyone current on the progress of this initiative:  We (Matt (from Unify), Liz, Dave, and myself) met today and attempted to find ways to directly relate the Passport information (from El Paso) to the corresponding prices etc.
in Unify.
Unfortunately, we discovered that there is no direct ""fool-proof"" way to accomplish this.
However, we have come up with a couple of things to try:  Liz is going to contact El Paso directly, and see if there is any other information they can provide in the Passport file that better uniquely identifies each deal / cut.
Hopefully, this will be something that makes relating the data to Unify much easier.
Matt is going to take a look at the format / content of the ""scheduled quantity"" file that comes in currently through the EDI Hub.
It's possible that this file contains cut information itself, which would possibly alleviate the need to use the Passport file altogether.
I believe that succinctly recaps the results of our meeting today.
If I have misrepresented anything, please let me know.
Also, feel free to contact me with any questions or concerns.
Thanks,","- Just an update, to keep everyone current on the progress of this initiative: We (Matt (from Unify), Liz, Dave, and myself) met today and attempted to find ways to directly relate the Passport information (from El Paso) to the corresponding prices etc. in...
- Unfortunately, we discovered that there is no direct ""fool-proof"" way to accomplish this.
- However, we have come up with a couple of things to try: Liz is going to contact El Paso directly, and see if there is any other information they can provide in the Passport file that better uniquely identifies each deal / cut.
- Hopefully, this will be something that makes relating the data to Unify much easier.
- Matt is going to take a look at the format / content of the ""scheduled quantity"" file that comes in currently through the EDI Hub.","- Liz is going to contact El Paso directly, and see if there is no direct ""fool-proof"" way to accomplish this.
- If I have misrepresented anything, please let me know.
- Also, feel free to contact me with any questions or concerns.","<BULLET> Liz is going to contact El Paso directly, and see if there is no direct ""fool-proof"" way to accomplish this.<BULLET> If I have misrepresented anything, please let me know.<BULLET> Also, feel free to contact me with any questions or concerns.",468,60,2.101745314000027,28.54770252148602
216,email,"Ok it is now officially Tuesday morning.
Kiss my ass Feeley.
Dropping Ricky Watters (seattle)  Picking up Trung Canidate (Rams)  To hell with the Galloway pick up.. if ya want to enforce the rules well... i did not get the galloway pick up by the Tuesday morning rule and as such i am not reinstating it here as he is hurt.. so BOOYAH!","- Ok it is now officially Tuesday morning.
- Dropping Ricky Watters (seattle) Picking up Trung Canidate (Rams) To hell with the Galloway pick up.. if ya want to enforce the rules well... i did not get the galloway pick up by the Tuesday morning rule and as such i am not reinstating it here as he is...","- Ok it is now officially Tuesday morning.
- Kiss my ass Feeley.
- Dropping Ricky Watters (seattle) Picking up Trung Canidate (Rams) To hell with the Galloway pick up.
- if ya want to enforce the rules well...",<BULLET> Ok it is now officially Tuesday morning.<BULLET> Kiss my ass Feeley.<BULLET> Dropping Ricky Watters (seattle) Picking up Trung Canidate (Rams) To hell with the Galloway pick up.<BULLET> if ya want to enforce the rules well...,308,67,2.0057387499999777,33.40415096432711
413,email,"Attached is the ERMS Discounting Memo as of 9/26/01.
Please note that the 9/26/2001 balance is based on the new method of calculating the discounting amount.
The changes that were made are as followed:  			Old method	New method Physical contract 	55 days		55 days Financial contract	55 days		5 days Financial calendar	55 days		38 days  Please let me know if you have questions.
Thanks","- Attached is the ERMS Discounting Memo as of 9/26/01.
- Please note that the 9/26/2001 balance is based on the new method of calculating the discounting amount.
- The changes that were made are as followed: Old method New method Physical contract 55 days 55 days Financial contract 55 days 5 days Financial calendar 55 days 38 days Please let me know if you have questions.",- Attached is the ERMS Discounting Memo as of 9/26/01.,<BULLET> Attached is the ERMS Discounting Memo as of 9/26/01.,290,20,0.8265435870000601,24.197151020903807
384,email,"Subject: Access Card Information  Dear Colleagues,  We know you have many questions about your new benefits plan, payroll issues and other changes that will occur over the next few weeks.
Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available.
Meanwhile, please read the announcement below from Security about how you can obtain a new UBS Warburg access card that will allow you to enter our new office space after Friday.
I am confident that you share my enthusiasm about our new opportunity.
We look forward to working along side each of you in the coming days.
David Oxley Human Resources","- Subject: Access Card Information Dear Colleagues, We know you have many questions about your new benefits plan, payroll issues and other changes that will occur over the next few weeks.
- Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available.
- Meanwhile, please read the announcement below from Security about how you can obtain a new UBS Warburg access card that will allow you to enter our new office space after Friday.
- I am confident that you share my enthusiasm about our new opportunity.
- We look forward to working along side each of you in the coming days.","- Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available.","<BULLET> Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available.",341,33,1.2070767490000662,27.338775291079845
257,email,"Please prepare a fed ex package to go out tonight, as described below.
Also,  please prepare a transmittal letter to Heather for me to sign.
Thanks,","- Please prepare a fed ex package to go out tonight, as described below.
- Also, please prepare a transmittal letter to Heather for me to sign.",- Prepare a fed ex package to go out tonight.,<BULLET> Prepare a fed ex package to go out tonight.,239,13,0.5918846150000263,21.963740348276197
60,email,"CERA is publishing some reports on their website that we should pay for and  post on our website.
Enron may already have an account.
Here is an example  that I scanned","- CERA is publishing some reports on their website that we should pay for and post on our website.
- Enron may already have an account.
- Here is an example that I scanned.","- CERA is publishing some reports on their website that we should pay for and post on our website.
- Enron may already have an account.",<BULLET> CERA is publishing some reports on their website that we should pay for and post on our website.<BULLET> Enron may already have an account.,242,32,1.0329458720000275,30.979358035518775
147,xsum,"From October, the firm will implement the minimum wage as recommended by the Living Wage Foundation.
That will be a minimum of £8.20 an hour across England, Scotland and Wales, and £9.35 an hour in London.
Lidl in Northern Ireland said it had increased wages in August ""in line with the proposed living wage for Northern Ireland"".
However, it has not yet disclosed the minimum rate it pays in Northern Ireland.
On Friday, Lidl announced that it would become the first UK supermarket to implement the living wage.
The Living Wage is different from the National Living Wage as set out in the last budget.
It is an hourly rate that is assessed as giving workers a basic standard of living.
In Northern Ireland it is £7.85 an hour, compared to the statutory minimum wage of £6.50 an hour.
The firm said store assistants working in Lidl NI earn ""up to £8.60 per hour"".
It added that it would ""continue to monitor all discussions and proposals in relation to the living wage in Northern Ireland and will review and update accordingly"".
Lidl has 38 stores in Northern Ireland.","- From October, the firm will implement the minimum wage as recommended by the Living Wage Foundation.
- That will be a minimum of £8.20 an hour across England, Scotland and Wales, and £9.35 an hour in London.
- Lidl in Northern Ireland said it had increased wages in August ""in line with the proposed living wage for Northern Ireland"".
- However, it has not yet disclosed the minimum rate it pays in Northern Ireland.
- On Friday, Lidl announced that it would become the first UK supermarket to implement the living wage.
- The Living Wage is different from the National Living Wage as set out in the last budget.","- From October, the firm will implement the minimum wage as recommended by the Living Wage Foundation.
- That will be a minimum of £8.20 an hour across England, Scotland and Wales, and £9.35 an hour in London.
- Lidl in Northern Ireland said it had increased wages in August ""in line with the proposed living wage for Northern Ireland"".
- On Friday, LidL announced that it would become the first UK supermarket to implement the living wage.
- The Living Wages is different from the National Living Waging as set out in the last budget.
- It earn ""up to £8.99 an hour.","<BULLET> From October, the firm will implement the minimum wage as recommended by the Living Wage Foundation.<BULLET> That will be a minimum of £8.20 an hour across England, Scotland and Wales, and £9.35 an hour in London.<BULLET> Lidl in Northern Ireland said it had increased wages in August ""in line with the proposed living wage for Northern Ireland"".<BULLET> On Friday, LidL announced that it would become the first UK supermarket to implement the living wage.<BULLET> The Living Wages is different from the National Living Waging as set out in the last budget.<BULLET> It earn ""up to £8.99 an hour.<BULLET>",445,133,4.491043155999932,29.61450054700877
